Acquired Medium google / others,city,Reg at date,Uninstall Date,Usage Days (bin),User ID,Notification Dismiss,Notification Open,Notification Receive,Quiz Count,Session Count,Share Count,Uninstalled,Usage Time,Usertime,Video Count
Normal,Mumbai,1/9/2020,2/1/2020,0,9541,904,112,617,0,256,86,0,23,52847.467214344,102
Normal,Mumbai,9/21/2019,8/1/2020,309,9542,899,103,381,150,461,178,0,315,38918.951853020,73
Normal,Other,3/30/2020,9/1/2020,141,9543,518,84,632,36,378,32,0,155,60033.724860919,105
Normal,Mumbai,4/10/2019,1/25/2020,281,9546,379,161,962,8,457,122,0,290,24344.059593325,165
Normal,Other,1/30/2019,4/29/2019,84,9547,424,177,764,63,93,72,0,89,51518.186397517,45
Normal,Other,1/25/2019,2/26/2019,28,9548,968,79,922,93,157,76,0,32,17769.812483517,13
Normal,Bengaluru,11/17/2019,12/8/2019,0,9550,989,106,460,136,196,83,0,21,13914.657042379,155
Normal,Pune,11/5/2019,4/18/2020,141,9552,620,133,117,56,407,183,0,165,24373.215383858,37
Normal,Mumbai,7/15/2019,9/17/2019,56,9554,189,176,391,80,238,193,0,64,49859.058142550,163
Normal,Bengaluru,8/31/2019,11/2/2019,56,9556,415,99,88,151,257,32,0,63,12593.359837655,153
Normal,Pune,1/24/2019,4/14/2019,56,9557,89,180,521,100,73,154,0,80,69226.842208447,168
Normal,Bengaluru,10/9/2020,10/26/2020,0,9558,112,29,343,46,230,56,0,17,32273.914704203,10
Normal,Bengaluru,3/22/2019,10/16/2019,197,9565,288,113,363,34,491,199,0,208,28151.618519890,121
Normal,Bengaluru,3/15/2019,9/13/2019,169,9570,535,42,733,60,126,53,0,182,43004.837441782,116
Normal,Bengaluru,3/15/2020,3/23/2020,0,9571,631,20,628,176,46,134,0,8,30719.921229162,129
Normal,Mumbai,1/1/2019,8/4/2019,197,9572,363,31,546,14,163,171,0,215,10684.337761412,162
Normal,Pune,3/16/2019,9/10/2019,169,9575,159,31,594,99,139,195,0,178,65655.010754668,36
Normal,Pune,7/15/2019,2/18/2020,197,9576,608,65,357,119,450,56,0,218,48420.901337603,35
Normal,Bengaluru,10/22/2019,12/4/2019,28,9577,661,190,280,37,121,20,0,43,22318.691574361,169
Normal,Mumbai,9/1/2019,9/13/2019,0,9582,977,48,223,118,391,21,0,12,54800.684933940,51
Normal,Mumbai,7/13/2019,4/2/2020,253,9588,206,87,606,95,491,142,0,264,50220.995972405,36
Normal,Other,8/21/2019,10/28/2019,56,9594,524,195,353,199,342,79,0,68,34155.560106220,196
Normal,Bengaluru,4/16/2019,12/1/2020,590,9598,262,73,835,157,297,14,0,595,7850.342545729,193
Normal,Mumbai,5/25/2019,1/30/2020,225,9600,936,74,403,185,210,109,0,250,54194.638011038,66
Normal,Bengaluru,2/8/2019,8/7/2020,534,9601,678,112,584,2,26,79,0,546,16270.825079903,35
Normal,Pune,9/21/2020,11/18/2020,56,9602,308,32,917,130,56,94,0,58,9339.609522200,143
Normal,Other,7/5/2019,10/16/2020,450,9603,282,197,858,30,192,150,0,469,24404.465175627,133
Normal,Bengaluru,11/11/2019,7/13/2020,225,9605,586,186,372,68,269,82,0,245,55302.177128435,106
Normal,Other,12/30/2019,11/1/2020,281,9606,28,156,980,134,395,71,0,307,1131.444780858,153
Normal,Mumbai,3/16/2019,8/25/2019,141,9608,693,190,87,63,207,42,0,162,33678.477651160,73
Normal,Bengaluru,2/20/2020,9/24/2020,197,9610,967,123,142,146,252,105,0,217,24210.904166473,27
Normal,Other,9/28/2019,3/7/2020,141,9611,534,39,380,40,391,160,0,161,54057.489801109,63
Normal,Mumbai,3/14/2020,11/7/2020,225,9613,22,116,113,162,184,86,0,238,26117.872463323,79
Normal,Bengaluru,2/6/2020,11/20/2020,281,9614,360,90,852,142,287,129,0,288,44572.348197490,64
Normal,Pune,4/4/2019,9/2/2019,141,9615,161,184,73,36,398,5,0,151,30775.102210249,25
Normal,Bengaluru,12/8/2019,1/7/2020,28,9618,347,148,632,55,462,109,0,30,12279.869870341,161
Normal,Other,10/25/2019,10/26/2020,365,9620,974,74,883,31,198,70,0,367,29029.911702802,169
Normal,Other,11/13/2020,11/27/2020,0,9623,260,187,481,57,309,47,0,14,52247.484662791,174
Normal,Mumbai,7/22/2019,1/29/2020,169,9624,209,89,681,35,371,89,0,191,52788.692374798,13
Normal,Other,1/11/2019,3/7/2019,28,9627,390,51,708,61,79,41,0,55,55838.973494662,140
Normal,Other,2/3/2019,6/26/2019,141,9628,266,52,321,121,463,98,0,143,34469.187830205,164
Normal,Bengaluru,7/8/2019,11/23/2019,112,9632,531,189,285,77,428,69,0,138,34053.316609092,3
Normal,Pune,1/11/2020,10/31/2020,281,9633,989,22,861,125,408,19,0,294,14342.172358556,122
Normal,Bengaluru,9/19/2019,6/24/2020,253,9638,541,66,500,23,362,71,0,279,40557.335839514,109
Normal,Pune,4/1/2019,12/8/2019,225,9639,655,161,196,189,146,157,0,251,40877.595221420,190
Normal,Bengaluru,11/2/2019,1/25/2020,56,9641,609,153,982,95,492,98,0,84,44670.379525244,132
Normal,Other,4/9/2019,8/21/2019,112,9642,330,70,576,29,279,165,0,134,4453.480682046,65
Normal,Mumbai,11/25/2019,5/5/2020,141,9645,361,126,568,176,450,192,0,162,62072.294529011,33
Normal,Bengaluru,4/1/2019,9/28/2020,534,9647,980,26,41,23,43,83,0,546,25024.239882099,2
Normal,Bengaluru,9/26/2019,8/5/2020,309,9648,151,50,156,100,354,121,0,314,27938.689852415,104
Normal,Bengaluru,2/11/2019,7/25/2019,141,9650,79,1,768,29,233,24,0,164,2709.898503213,8
Normal,Other,2/2/2019,2/12/2020,365,9651,996,55,176,16,337,58,0,375,10169.718501021,122
Normal,Bengaluru,4/11/2020,8/7/2020,112,9652,113,113,860,68,61,13,0,118,61369.713221783,116
Normal,Mumbai,7/12/2019,5/16/2020,281,9655,89,176,761,194,93,124,0,309,6652.592131982,88
Normal,Pune,6/3/2020,6/29/2020,0,9658,867,41,181,86,17,31,0,26,68343.938574181,93
Normal,Mumbai,11/6/2019,4/8/2020,141,9659,658,36,819,127,477,117,0,154,66902.030215797,16
Normal,Other,3/8/2019,9/24/2020,562,9660,616,140,337,181,321,4,0,566,61822.052463655,147
Normal,Mumbai,11/29/2019,5/31/2020,169,9661,405,146,132,189,294,17,0,184,7075.787648011,60
Normal,Pune,3/19/2020,6/23/2020,84,9667,307,147,454,89,128,10,0,96,70060.780682010,23
Normal,Pune,6/6/2019,3/23/2020,281,9673,931,181,57,42,96,133,0,291,59432.183212774,67
Normal,Pune,5/26/2020,7/14/2020,28,9675,766,120,608,191,117,74,0,49,7300.768009873,156
Normal,Bengaluru,5/23/2019,3/24/2020,281,9676,391,88,907,66,256,0,0,306,52000.306436507,91
Normal,Mumbai,5/22/2019,8/31/2019,84,9677,952,140,851,102,321,98,0,101,14578.132756852,94
Normal,Mumbai,9/9/2019,11/10/2019,56,9678,241,161,944,131,225,169,0,62,37246.649593120,71
Normal,Mumbai,5/13/2019,3/13/2020,281,9679,230,125,229,25,270,154,0,305,62895.095074252,150
Normal,Bengaluru,8/26/2019,9/6/2019,0,9681,596,31,104,76,294,136,0,11,3547.212390300,70
Normal,Bengaluru,4/6/2019,5/8/2019,28,9682,221,162,608,196,28,77,0,32,50293.289977655,139
Normal,Bengaluru,1/23/2019,1/20/2020,337,9683,950,117,339,10,266,199,0,362,50835.323514399,137
Normal,Other,3/5/2019,6/6/2019,84,9684,350,109,747,126,186,153,0,93,58972.655236681,76
Normal,Other,1/30/2019,5/30/2020,478,9689,698,112,665,159,405,180,0,486,13659.772895638,50
Normal,Other,5/1/2019,6/26/2020,422,9690,51,197,702,28,410,152,0,422,68663.026973811,118
Normal,Pune,12/3/2019,10/21/2020,309,9692,946,109,274,38,240,145,0,323,2606.557474079,75
Normal,Bengaluru,12/20/2019,2/26/2020,56,9693,329,64,778,75,271,158,0,68,59846.904890477,103
Normal,Pune,2/17/2019,11/23/2019,253,9694,475,20,667,170,7,136,0,279,7829.670494862,145
Normal,Other,9/13/2020,11/30/2020,56,9695,801,191,948,102,68,86,0,78,50931.709465934,12
Normal,Bengaluru,1/7/2020,11/1/2020,281,9696,557,95,61,112,298,103,0,299,18775.590835784,193
Normal,Other,2/1/2019,11/30/2019,281,9697,618,48,186,20,160,37,0,302,53537.699254509,197
Normal,Pune,7/25/2019,9/13/2020,393,9700,697,199,893,1,133,74,0,416,36278.416164928,113
Normal,Other,3/11/2019,9/22/2020,534,9701,801,30,692,38,476,89,0,561,21633.279093308,125
Normal,Bengaluru,1/29/2019,3/13/2020,393,9703,28,181,625,118,174,147,0,409,18306.968713058,165
Normal,Other,2/14/2020,10/13/2020,225,9707,179,4,298,115,43,123,0,242,58935.025078335,8
Normal,Bengaluru,12/27/2019,1/20/2020,0,9711,96,123,775,127,298,74,0,24,20197.808495766,19
Normal,Mumbai,8/17/2019,10/20/2020,422,9713,434,46,22,31,175,114,0,430,59616.741506019,93
Normal,Other,3/4/2019,4/20/2019,28,9720,530,50,998,38,470,45,0,47,34122.496045686,18
Normal,Bengaluru,4/15/2019,6/10/2020,422,9721,284,163,529,194,462,63,0,422,26084.763749895,161
Normal,Other,7/20/2019,3/15/2020,225,9722,294,75,903,62,496,23,0,239,48041.625116614,46
Normal,Bengaluru,7/26/2020,9/5/2020,28,9723,393,22,800,86,39,35,0,41,976.276399280,71
Normal,Pune,1/20/2019,10/15/2019,253,9725,557,98,225,91,470,106,0,268,56350.530067145,71
Normal,Bengaluru,10/12/2020,11/12/2020,28,9726,566,143,860,79,301,32,0,31,15882.866735324,61
Normal,Pune,5/22/2019,8/25/2019,84,9729,20,132,950,89,416,144,0,95,10875.654907170,156
Normal,Pune,5/11/2019,12/3/2020,562,9731,5,166,876,45,152,156,0,572,21314.594813346,194
Normal,Mumbai,5/25/2019,5/19/2020,337,9734,903,103,353,141,252,31,0,360,45058.583647205,163
Normal,Mumbai,4/22/2020,6/24/2020,56,9735,648,33,228,54,91,47,0,63,29083.903031492,176
Normal,Pune,9/19/2019,5/24/2020,225,9736,879,110,959,22,463,160,0,248,50957.240341745,15
Normal,Bengaluru,10/27/2019,12/2/2019,28,9738,514,106,50,174,410,74,0,36,12403.575287550,144
Normal,Other,4/10/2019,6/13/2020,422,9742,280,98,102,127,74,195,0,430,27468.535406616,194
Normal,Other,5/14/2019,4/18/2020,337,9743,125,37,872,188,428,143,0,340,5355.293318420,160
Normal,Other,1/15/2019,1/23/2020,365,9746,698,158,729,183,206,120,0,373,40901.176764527,124
Normal,Pune,10/6/2019,8/21/2020,309,9753,385,142,926,53,119,188,0,320,20680.784472617,84
Normal,Other,1/23/2020,7/28/2020,169,9755,685,144,457,110,479,34,0,187,30000.650650626,16
Normal,Pune,9/5/2019,8/29/2020,337,9756,872,97,914,85,320,10,0,359,24179.725511661,111
Normal,Mumbai,10/10/2019,6/4/2020,225,9758,463,199,724,98,161,8,0,238,66031.049990127,121
Normal,Pune,1/26/2019,9/16/2020,590,9759,183,106,799,75,177,35,0,599,18296.456902794,104
Normal,Pune,3/13/2019,4/7/2020,365,9761,517,26,860,190,70,111,0,391,8621.834971710,184
Normal,Bengaluru,4/7/2019,6/24/2019,56,9763,60,22,0,111,190,107,0,78,33462.084491800,67
Normal,Mumbai,7/3/2019,3/19/2020,253,9766,993,133,236,84,254,46,0,260,10593.889723686,46
Normal,Other,6/2/2020,9/15/2020,84,9767,618,146,929,73,33,176,0,105,19944.528175434,141
Normal,Mumbai,7/27/2019,11/28/2020,478,9770,67,143,882,120,384,62,0,490,6599.770655702,30
Normal,Other,3/17/2019,8/5/2019,141,9773,591,128,409,167,87,76,0,141,61973.431669461,162
Normal,Other,8/4/2019,9/17/2019,28,9774,432,157,556,1,325,8,0,44,33692.656224251,111
Normal,Other,10/17/2019,2/12/2020,112,9780,539,46,855,175,128,179,0,118,33124.664882610,141
Normal,Mumbai,5/16/2019,10/14/2019,141,9781,74,50,57,87,342,118,0,151,47524.886838733,171
Normal,Pune,3/14/2019,7/14/2020,478,9782,79,164,564,18,75,110,0,488,6932.918709494,18
Normal,Other,4/5/2019,7/22/2020,450,9787,467,14,348,118,197,98,0,474,38306.783063749,164
Normal,Mumbai,1/1/2019,6/24/2019,169,9788,114,92,161,145,252,73,0,174,21439.082319255,51
Normal,Bengaluru,2/2/2019,3/28/2019,28,9797,314,127,831,77,247,77,0,54,15708.201702029,72
Normal,Pune,10/28/2019,1/20/2020,56,9798,725,186,621,80,258,11,0,84,53325.896394555,77
Normal,Mumbai,1/8/2019,9/17/2019,225,9799,144,172,806,15,107,13,0,252,30703.805200556,40
Normal,Mumbai,1/27/2019,3/31/2019,56,9800,797,49,128,117,293,37,0,63,7169.448347298,3
Normal,Bengaluru,2/5/2019,8/6/2020,534,9803,247,6,139,79,357,145,0,548,34906.712478250,140
Normal,Mumbai,7/15/2019,8/7/2020,365,9804,326,180,20,101,484,193,0,389,45798.749369016,80
Normal,Mumbai,4/20/2019,8/11/2020,478,9805,198,68,132,176,131,70,0,479,13416.53405402,88
Normal,Other,6/3/2019,3/21/2020,281,9807,755,101,436,183,318,51,0,292,40303.707621186,8
Normal,Other,8/9/2019,10/6/2020,422,9809,836,198,331,194,79,195,0,424,60234.550866248,195
Normal,Pune,1/11/2019,1/9/2020,337,9810,353,88,491,103,419,124,0,363,11457.429119085,166
Normal,Pune,11/15/2019,2/25/2020,84,9812,857,53,633,25,473,68,0,102,64767.713965038,123
Normal,Pune,9/24/2019,8/19/2020,309,9815,894,117,919,198,376,100,0,330,42040.394399467,8
Normal,Bengaluru,6/28/2019,7/12/2019,0,9816,484,139,684,162,343,130,0,14,43627.622857108,98
Normal,Mumbai,4/13/2020,9/8/2020,141,9817,179,76,765,54,423,55,0,148,45339.681417081,12
Normal,Mumbai,7/26/2019,7/23/2020,337,9818,764,22,183,155,118,128,0,363,25257.971980268,194
Normal,Mumbai,10/20/2019,3/8/2020,112,9822,897,166,214,132,484,92,0,140,18375.428711803,46
Normal,Pune,2/2/2019,4/19/2020,422,9824,845,139,297,35,273,31,0,442,77.345665244,181
Normal,Other,2/4/2019,11/27/2019,281,9825,916,120,866,44,83,101,0,296,62008.355847727,23
Normal,Other,8/12/2019,10/30/2019,56,9827,678,24,690,105,259,61,0,79,8105.794331560,115
Normal,Pune,1/15/2020,3/10/2020,28,9829,983,178,52,50,266,47,0,55,70596.750366186,38
Normal,Other,1/27/2020,5/3/2020,84,9833,692,66,64,77,149,192,0,97,13182.539094047,105
Normal,Mumbai,3/9/2019,9/30/2020,562,9835,500,116,842,57,108,181,0,571,59924.304420117,172
Normal,Pune,6/28/2020,10/25/2020,112,9837,797,40,854,80,100,124,0,119,27348.588501406,3
Normal,Pune,1/13/2020,1/20/2020,0,9841,842,152,450,136,395,23,0,7,21016.171094997,187
Normal,Other,7/23/2019,7/24/2020,365,9845,670,104,912,24,460,96,0,367,21581.398431945,116
Normal,Other,7/6/2019,12/23/2019,169,9846,909,159,350,84,216,134,0,170,5599.135352148,132
Normal,Other,2/2/2019,6/5/2019,112,9848,557,65,553,154,472,27,0,123,67346.388796024,120
Normal,Bengaluru,6/17/2019,4/9/2020,281,9851,462,71,301,164,494,188,0,297,5917.053533326,87
Normal,Bengaluru,11/1/2019,4/27/2020,169,9855,980,71,321,49,379,17,0,178,68636.073750151,98
Normal,Pune,8/1/2020,9/2/2020,28,9858,271,134,769,132,370,62,0,32,15932.152480412,18
Normal,Other,3/30/2019,9/15/2020,534,9859,485,145,46,13,368,84,0,535,58183.677764264,124
Normal,Bengaluru,5/21/2019,10/6/2019,112,9860,387,45,895,139,294,116,0,138,3652.415383318,12
Normal,Bengaluru,1/6/2019,11/21/2020,674,9862,514,36,363,58,296,91,0,685,19604.469766896,96
Normal,Bengaluru,1/7/2019,6/23/2020,506,9863,569,2,967,167,288,78,0,533,39842.850826282,147
Normal,Mumbai,6/29/2019,3/25/2020,253,9864,744,14,923,66,42,86,0,270,10666.524172334,65
Normal,Bengaluru,1/28/2019,5/1/2019,84,9865,497,59,406,177,334,128,0,93,25091.424254147,125
Normal,Pune,12/27/2019,6/8/2020,141,9866,635,199,279,81,453,199,0,164,27928.443138014,3
Normal,Bengaluru,9/17/2019,11/9/2020,393,9868,718,33,235,124,327,127,0,419,7.452764056,135
Normal,Other,4/10/2020,7/2/2020,56,9869,706,95,290,38,289,144,0,83,43297.744302284,59
Normal,Mumbai,2/26/2019,10/21/2019,225,9873,910,173,71,143,7,172,0,237,52993.735464307,94
Normal,Mumbai,5/20/2020,6/24/2020,28,9875,146,3,747,149,473,191,0,35,4654.200586637,96
Normal,Mumbai,6/1/2019,11/14/2019,141,9876,966,184,572,25,161,60,0,166,62768.722448321,150
Normal,Bengaluru,2/27/2020,3/20/2020,0,9877,963,105,345,63,233,52,0,22,28441.163544165,147
Normal,Other,1/2/2019,1/3/2020,365,9880,78,108,239,170,278,64,0,366,35511.949889645,54
Normal,Other,11/21/2019,12/10/2019,0,9881,520,76,355,163,10,106,0,19,17531.896448802,1
Normal,Pune,5/20/2020,11/18/2020,169,9883,371,49,897,174,354,141,0,182,3069.018049169,163
Normal,Bengaluru,10/17/2019,12/31/2019,56,9884,160,167,885,134,110,199,0,75,11505.080772398,138
Normal,Other,8/7/2019,11/7/2020,450,9885,338,6,464,19,296,27,0,458,59847.039013760,29
Normal,Bengaluru,11/5/2019,3/17/2020,112,9886,233,151,946,135,98,123,0,133,59930.472255183,138
Normal,Bengaluru,7/29/2020,10/7/2020,56,9887,993,162,866,109,54,90,0,70,24284.011923242,41
Normal,Mumbai,9/19/2019,6/4/2020,253,9888,187,123,675,72,214,132,0,259,68551.312389504,163
Normal,Other,1/13/2019,2/22/2020,393,9892,489,121,932,145,199,93,0,405,8375.857812730,178
Normal,Pune,5/11/2019,11/3/2020,534,9893,922,184,93,61,437,14,0,542,54289.166018007,60
Normal,Other,1/5/2019,10/25/2020,646,9896,911,94,973,46,356,190,0,659,40847.741899217,1
Normal,Other,4/2/2019,3/5/2020,337,9898,502,149,194,178,455,61,0,338,6652.978185967,178
Normal,Mumbai,3/15/2019,11/25/2019,253,9899,904,40,771,6,494,107,0,255,4779.149566780,73
Normal,Other,1/1/2019,1/19/2020,365,9903,20,191,768,67,272,126,0,383,4804.888669822,193
Normal,Bengaluru,1/28/2019,3/27/2019,56,9904,541,87,65,183,262,187,0,58,36345.740348838,16
Normal,Mumbai,1/5/2019,2/13/2020,393,9909,146,51,712,154,221,3,0,404,26402.078741447,102
Normal,Other,5/30/2019,1/5/2020,197,9911,315,117,995,137,370,128,0,220,11818.108339207,133
Normal,Pune,9/3/2020,11/13/2020,56,9912,844,128,434,182,248,22,0,71,57463.296935411,109
Normal,Mumbai,8/21/2020,12/12/2020,112,9919,819,146,668,91,367,156,0,113,19636.018277759,140
Normal,Pune,2/2/2020,9/26/2020,225,9921,186,157,957,149,249,199,0,237,2394.066142774,82
Normal,Pune,1/5/2019,4/1/2019,84,9922,829,134,441,16,220,155,0,86,22925.326701628,94
Normal,Pune,11/17/2019,4/8/2020,141,9925,144,97,786,102,77,93,0,143,54688.836224507,190
Normal,Other,6/17/2020,11/24/2020,141,9926,326,46,982,178,398,83,0,160,54166.011318853,145
Normal,Other,10/5/2020,11/5/2020,28,9930,147,2,384,129,318,142,0,31,27313.756918112,10
Normal,Mumbai,2/2/2019,11/6/2019,253,9931,419,85,892,154,344,7,0,277,24475.223487581,39
Normal,Pune,7/26/2020,9/15/2020,28,9932,399,72,799,85,280,28,0,51,14982.999818519,9
Normal,Bengaluru,1/26/2019,6/11/2020,478,9939,371,17,863,8,224,187,0,502,62937.265238806,18
Normal,Mumbai,3/1/2019,6/14/2020,450,9940,638,38,370,80,463,170,0,471,57206.524147510,82
Normal,Other,1/30/2019,4/2/2020,422,9943,525,66,228,32,26,125,0,428,24744.066295956,156
Normal,Mumbai,1/27/2019,2/23/2020,365,9946,297,36,925,18,347,125,0,392,42655.541494620,46
Normal,Bengaluru,9/6/2019,9/5/2020,337,9947,664,23,480,162,74,80,0,365,69049.923453033,171
Normal,Other,2/6/2020,8/3/2020,169,9949,723,189,138,34,309,54,0,179,32930.275504898,14
Normal,Mumbai,11/22/2019,1/29/2020,56,9950,374,93,948,172,37,194,0,68,21995.860676811,162
Normal,Pune,5/15/2020,8/18/2020,84,9951,726,194,513,174,387,136,0,95,37818.290813977,65
Normal,Bengaluru,8/6/2019,4/19/2020,253,9953,264,81,337,51,80,53,0,257,53679.281870475,73
Normal,Bengaluru,2/23/2019,3/25/2019,28,9954,271,116,649,142,421,198,0,30,9603.550486180,178
Normal,Bengaluru,2/21/2019,11/10/2020,618,9955,909,121,830,87,335,138,0,628,14449.297487474,71
Normal,Pune,4/10/2019,6/4/2020,393,9962,988,98,792,128,84,52,0,421,40242.427773219,59
Normal,Other,10/27/2019,8/2/2020,253,9963,988,94,173,101,244,16,0,280,20925.553797379,113
Normal,Other,5/27/2019,11/2/2020,506,9964,893,71,507,131,388,25,0,525,43511.013369031,135
Normal,Mumbai,10/5/2019,6/19/2020,253,9966,80,90,670,127,182,60,0,258,29723.893128391,139
Normal,Bengaluru,5/6/2019,9/20/2020,478,9971,504,8,82,157,381,199,0,503,41525.406140069,159
Normal,Mumbai,3/28/2020,8/15/2020,112,9972,631,126,378,170,498,97,0,140,39090.620116813,26
Normal,Other,4/30/2019,5/27/2019,0,9973,298,73,466,124,34,190,0,27,65367.066148191,45
Normal,Bengaluru,8/24/2019,7/5/2020,309,9975,972,49,851,150,457,66,0,316,15789.472487038,174
Normal,Bengaluru,4/11/2019,6/24/2020,422,9976,988,93,125,32,101,166,0,440,32886.921473099,42
Normal,Mumbai,12/19/2019,5/3/2020,112,9977,404,79,551,48,160,52,0,136,46650.375154928,155
Normal,Mumbai,1/5/2019,12/12/2020,703,9978,621,50,288,49,431,67,0,707,16082.815348520,33
Normal,Bengaluru,4/23/2019,3/18/2020,309,9979,20,5,705,5,231,199,0,330,3800.846639845,161
Normal,Bengaluru,11/23/2019,5/21/2020,169,9980,718,129,841,66,166,142,0,180,37059.846259904,186
Normal,Pune,5/1/2019,8/31/2019,112,9984,512,102,25,92,44,29,0,122,53865.678387471,52
Normal,Bengaluru,11/23/2019,7/5/2020,225,9986,317,155,167,138,368,1,0,225,22292.763733760,106
Normal,Other,11/7/2019,12/29/2019,28,9988,85,3,868,172,438,161,0,52,3040.279577660,16
Normal,Pune,4/26/2019,5/8/2020,365,9989,917,190,118,183,90,160,0,378,30312.477268060,144
Normal,Bengaluru,6/21/2019,5/16/2020,309,9990,553,145,148,117,313,123,0,330,10776.856107075,2
Normal,Other,5/1/2019,7/21/2020,422,9991,242,64,78,128,430,162,0,447,18264.739289947,126
Normal,Mumbai,5/25/2019,8/22/2019,84,9993,402,166,686,119,411,136,0,89,59503.929326427,79
Normal,Other,9/2/2019,8/9/2020,337,9997,825,20,490,129,265,94,0,342,31152.051049960,33
Normal,Pune,2/26/2020,8/24/2020,169,9999,286,158,106,122,112,81,0,180,24879.469338013,3
Normal,Mumbai,5/1/2019,9/9/2020,478,10000,122,178,864,140,132,134,0,497,69053.376733955,5
Normal,Mumbai,3/7/2020,8/27/2020,169,10005,671,116,793,42,432,80,0,173,54388.133779823,79
Normal,Mumbai,4/16/2019,8/1/2019,84,10006,902,50,326,181,28,3,0,107,61969.900128090,61
Normal,Mumbai,9/6/2019,2/8/2020,141,10009,479,150,714,168,416,60,0,155,55770.009689162,114
Normal,Bengaluru,8/17/2020,8/25/2020,0,10010,516,107,414,178,165,143,0,8,56260.756761693,121
Normal,Pune,6/8/2020,10/18/2020,112,10011,145,34,477,106,414,89,0,132,66803.028494749,64
Normal,Other,10/7/2019,12/4/2019,56,10012,150,45,278,169,139,185,0,58,26889.224707096,124
Normal,Other,3/30/2020,8/29/2020,141,10013,600,27,68,93,36,67,0,152,46051.778409336,174
Normal,Other,2/20/2019,11/15/2020,618,10014,713,138,81,71,3,174,0,634,62989.431641128,189
Normal,Other,3/8/2020,5/12/2020,56,10017,925,177,232,196,38,118,0,65,37216.304742630,92
Normal,Other,2/24/2019,4/1/2019,28,10018,973,32,583,0,145,104,0,36,57201.139055201,147
Normal,Other,12/30/2019,10/22/2020,281,10019,42,29,581,110,36,62,0,297,63466.915094011,189
Normal,Pune,5/14/2019,11/8/2020,534,10021,282,195,277,164,155,103,0,544,42573.569059835,159
Normal,Other,3/20/2019,9/28/2020,534,10022,522,140,664,43,354,0,0,558,11576.464295642,172
Normal,Bengaluru,1/29/2020,12/3/2020,281,10024,114,46,887,187,264,44,0,309,12586.381921975,2
Normal,Other,3/9/2019,11/30/2020,618,10025,317,31,810,134,30,176,0,632,51581.910853787,193
Normal,Bengaluru,10/26/2019,1/18/2020,56,10028,23,169,744,42,432,102,0,84,46511.792437171,15
Normal,Pune,1/16/2019,1/22/2020,365,10029,26,39,166,17,163,112,0,371,55984.452845438,114
Normal,Other,7/9/2019,3/11/2020,225,10030,545,96,990,40,262,197,0,246,18350.843702324,102
Normal,Bengaluru,1/15/2020,4/4/2020,56,10032,941,145,505,125,248,105,0,80,56059.506056585,31
Normal,Mumbai,6/30/2020,7/1/2020,0,10034,468,3,71,51,266,96,0,1,39682.030621557,114
Normal,Pune,9/23/2019,10/1/2020,365,10035,396,140,439,122,27,153,0,374,55364.70854,82
Normal,Mumbai,1/8/2019,12/17/2019,337,10040,398,54,475,66,457,130,0,343,51545.438443045,41
Normal,Bengaluru,1/9/2019,8/16/2019,197,10042,690,54,733,42,187,179,0,219,53013.200608268,80
Normal,Other,7/25/2019,1/11/2020,169,10043,513,112,116,59,486,170,0,170,44914.547360534,199
